num_features,mean_area,max_area,min_area,num_tracks,mean_lifetime,max_lifetime,min_lifetime,mean_velocity,max_velocity,min_velocity,threshold
1168,128123.28715131119,417985.9453125,53977.5,57,13.431034482758621,167.0,6.0,22.8199690197088,595.420308045044,4.97206154494493,225
1492,154405.8459917445,482866.9453125,52204.5,71,13.347222222222221,167.0,6.0,23.770036489283186,728.9359784739468,2.520674899693546,230
1743,175042.4345764255,823132.6578947369,48597.10714285714,76,15.025974025974026,167.0,6.0,22.640965782129605,719.359794611471,4.276515901899224,235
1893,198233.47078754337,730677.8571428572,51970.17857142857,90,13.648351648351648,167.0,6.0,21.06485317058989,740.9902367259232,3.994123356599334,240
1911,195428.0643397853,743386.1785714286,46831.5,86,13.885057471264368,167.0,6.0,21.814370524793627,797.4540509046521,3.9831004665614462,241
1979,224191.24256943786,1070074.4318181819,55494.0,79,14.9625,167.0,6.0,23.55983221793514,845.3929484969187,5.477805837901949,245
