num_features,mean_area,max_area,min_area,num_tracks,mean_lifetime,max_lifetime,min_lifetime,mean_velocity,max_velocity,min_velocity,v_max
1893,202435.2476774865,891332.4375,51970.17857142857,67,11.441176470588236,167.0,6.0,23.406919501017402,988.2014904386028,3.2831055179405433,20
1893,193521.300892172,904149.4821428572,51970.17857142857,86,12.494252873563218,167.0,6.0,20.280154606936794,796.9813362280051,3.994123356599334,40
1893,198233.47078754337,730677.8571428572,51970.17857142857,90,13.648351648351648,167.0,6.0,21.06485317058989,740.9902367259232,3.994123356599334,60
1893,194698.83445968397,730677.8571428572,51970.17857142857,90,14.395604395604396,167.0,6.0,21.861601070221266,708.1087638477769,3.994123356599334,70
1893,187681.64979595074,730677.8571428572,51970.17857142857,87,15.261363636363637,167.0,6.0,22.171120134571144,673.6204015535491,3.994123356599334,80
1893,181629.60647751484,730677.8571428572,51970.17857142857,87,15.704545454545455,167.0,6.0,23.35469130353492,662.9140626420125,3.994123356599334,100
